"Status","FoundingYear","Age","FocusFunctions","TeamSizeGrowth","NumSeedInvestors","NumAngelorVCInvestors","NumFounders","NumAdvisors","SeniorLeadershipTeamSize","TopCompanyExp","StartupExp","SuccessfulStartupExp","Big5Partner","ConsultingExp","ProductorService","DataFocus","ConsumerDataFocus","DataStructureFocus","SubscriptionBased","CloudPlatformBased","LocalGlobal","BusinessModel","CapitalIntensive","CrowdsourcingBased","CrowdfundingBased","B2BorB2C","GlobalExposure","HighestEducation","Fortune100Exp","Fortune500Exp","Fortune1000Exp","NumFounderRecognition","PricingStrategy","HyperLocalisation","LongtermFounderRelationship","GooglePageRank","NumDirectCompetitors","EmployeesPerYear","LastFundingRoundAmount","RecessionSurvival","FortuneExp"
"Success",2012,2,"technology","Yes",0,0,2,8,2,"No","Yes","Yes","No","No","Service","Private","Yes","Structured","Yes","cloud","global","Non-Linear","Yes","No","No","B2B","Yes","Masters",0,0,0,74,"No","No","No",10414376,7,15,15,"Not Applicable",0
"Success",2011,3,"strategy","Yes",0,3,2,6,4,"No","Yes","Yes","No","No","Product","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","Masters",0,0,0,145,"No","No","Yes",359437,2,15,21,"Not Applicable",0
"Success",2013,1,"customer engagement","Yes",0,0,2,6,6,"No","Yes","No","No","No","Service","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","Bachelors",0,1,1,201,"No","No","Yes",735463,2,43,4,"Not Applicable",2
"Success",2012,2,"operations","Yes",1,0,1,11,6,"No","No","No","No","No","Product","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","PhD",0,1,1,119,"No","No","Yes",1409473,1,28,7,"Not Applicable",2
"Success",2011,3,"technology","Yes",0,3,2,2,3,"No","Yes","No","No","No","Product","Private","No","Structured","Yes","cloud","global","Non-Linear","No","No","No","B2B","Yes","Bachelors",0,1,1,175,"Yes","No","Yes",48561,3,10,10,"Not Applicable",2
"Success",2012,2,"marketing","Yes",3,0,2,2,2,"Yes","No","No","No","No","Service","Private","Yes","Unstructured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","Bachelors",1,1,0,67,"No","No","Yes",2053508.43636364,4,22,3,"Not Applicable",2
"Success",2011,3,"technology","No",7,0,2,1,2,"Yes","No","No","No","No","Service","Private","Yes","Structured","Yes","cloud","global","Non-Linear","No","No","No","B2B","Yes","Bachelors",1,1,1,90,"Yes","No","Yes",2053508.43636364,3,4,3,"Not Applicable",3
"Success",2009,5,"technology","Yes",0,0,2,0,6,"Yes","No","No","No","No","Product","Private","No","Structured","Yes","cloud","global","Non-Linear","No","No","No","B2B","Yes","Masters",0,0,0,260,"No","No","No",880762,3,20,19,"Not Applicable",0
"Success",2010,4,"operations","Yes",1,0,2,1,10,"Yes","Yes","Yes","No","No","Product","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","Bachelors",1,0,0,154,"No","No","No",4331697,2,75,45,"Not Applicable",1
"Success",2012,2,"operations","No",2,0,2,0,2,"No","No","No","No","No","Product","Private","Yes","Both","Yes","cloud","global","Non-Linear","Yes","No","No","B2B","Yes","Bachelors",1,1,1,200,"No","No","No",44388,5,22,8,"Not Applicable",3
"Success",2011,3,"sales","Yes",0,0,2,6,6,"No","No","No","No","No","Product","Private","Yes","Unstructured","Yes","cloud","local","Non-Linear","No","No","No","B2B","Yes","Bachelors",1,1,1,1,"Yes","No","No",2084312,2,22,2,"Not Applicable",3
"Success",2010,4,"marketing","Yes",0,0,0,0,5,"No","Yes","Yes","No","Yes","Product","Private","Yes","Structured","Yes","cloud","local","Linear","No","No","No","B2B","Yes","Masters",0,0,0,270,"Yes","No","No",2186599,1,16,2,"Not Applicable",0
"Success",2009,5,"technology","Yes",2,0,2,3,4,"Yes","Yes","Yes","No","No","Product","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","Bachelors",0,1,1,400,"No","No","No",427794,6,6,8,"Not Applicable",2
"Success",2010,4,"operations","Yes",0,0,2,4,3,"Yes","No","No","No","No","Service","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2C","Yes","Bachelors",0,1,1,116,"No","No","No",533971,3,5,5,"Not Applicable",2
"Success",2007,7,"social media analytics","Yes",0,0,1,1,7,"Yes","Yes","Yes","No","No","Product","Private","Yes","Unstructured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","PhD",1,1,1,200,"Yes","No","No",58457,2,14,5,"Yes",3
"Success",2011,3,"operations","Yes",0,2,2,2,4,"Yes","No","No","No","No","Service","Private","Yes","Unstructured","Yes","platform","local","Linear","No","No","No","B2C","Yes","Masters",1,1,1,1,"No","No","Yes",2053508.43636364,2,24,8,"Not Applicable",3
"Success",2007,7,"operations","Yes",0,2,1,0,5,"Yes","Yes","Yes","No","No","Product","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","PhD",1,1,1,187,"No","No","Yes",889950,3,13,18,"Yes",3
"Success",2011,3,"operations","Yes",0,3,1,0,6,"Yes","Yes","Yes","No","No","Product","Private","Yes","Structured","Yes","platform","local","Non-Linear","No","No","No","B2B","Yes","PhD",1,1,1,400,"No","No","Yes",6773962,3,25,12,"Not Applicable",3
"Success",2000,14,"strategy","Yes",0,5,0,0,8,"Yes","No","No","No","Yes","Service","Private","Yes","Unstructured","Yes","platform","global","Non-Linear","Yes","No","No","B2B","Yes","Bachelors",1,0,1,264,"Yes","No","Yes",1147953,6,3,4,"Yes",2
"Success",2009,5,"technology","No",0,1,1,0,4,"No","Yes","Yes","No","No","Service","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","Masters",1,0,0,408,"No","No","Yes",1676454,1,2,4,"Not Applicable",1
"Success",2008,6,"marketing","Yes",0,1,4,2,7,"Yes","Yes","Yes","No","No","Service","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","Masters",1,1,1,400,"No","No","No",141868,2,10,6,"Yes",3
"Success",2012,2,"marketing, strategy","Yes",0,1,2,1,2,"Yes","Yes","Yes","No","No","Service","Private","Yes","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","Bachelors",1,0,0,0,"No","Yes","No",410491,3,9,0,"Not Applicable",1
"Success",2000,14,"marketing","Yes",0,4,0,0,5,"No","Yes","Yes","No","No","Product","Private","Yes","Structured","Yes","cloud","global","Linear","No","No","No","B2B","Yes","Bachelors",0,0,0,368,"No","No","Yes",443595,2,13,11,"Yes",0
"Success",2007,7,"operations","No",0,1,0,0,3,"Yes","No","No","No","No","Product","Private","No","Unstructured","Yes","cloud","local","Non-Linear","No","No","No","B2B","Yes","Bachelors",0,1,1,116,"No","No","No",2053508.43636364,1,0,0,"Yes",2
"Failed",2009,5,"operations","No",1,6,2,0,3,"No","Yes","Yes","No","Yes","Product","Private","Yes","Unstructured","Yes","cloud","global","Non-Linear","No","No","No","B2C","Yes","Bachelors",0,0,0,0,"Yes","Yes","Yes",9439938,2,1,0,"Not Applicable",0
"Failed",2009,5,"operations","No",2,0,0,1,2,"No","Yes","Yes","No","No","Product","Private","Yes","Unstructured","Yes","platform","local","Non-Linear","No","No","No","B2C","Yes","Bachelors",0,0,0,0,"No","Yes","Yes",2053508.43636364,2,1,0,"Not Applicable",0
"Success",2010,4,"sales","No",0,0,2,3,4,"Yes","No","No","No","Yes","Product","Private","Yes","Structured","Yes","cloud","local","Non-Linear","No","No","No","B2B","Yes","Bachelors",0,1,0,233,"No","Yes","Yes",2053508.43636364,2,3,11,"Not Applicable",1
"Failed",2008,6,"operations","No",7,1,2,1,2,"No","Yes","Yes","No","No","Product","Private","Yes","Unstructured","Yes","platform","local","Non-Linear","No","No","No","B2B","Yes","Bachelors",0,0,0,86,"No","No","No",898999,3,1,0,"No",0
"Failed",2005,9,"operations","No",1,0,1,3,2,"No","Yes","Yes","No","No","Service","Private","Yes","Structured","Yes","cloud","local","Non-Linear","No","No","No","B2B","No","Bachelors",0,0,0,0,"No","No","No",2053508.43636364,11,2,4,"No",0
"Success",2012,2,"marketing","No",3,0,2,0,3,"No","Yes","Yes","No","No","Service","Both","No","Both","Yes","platform","global","Non-Linear","No","No","No","B2B","Yes","Masters",0,0,0,0,"Yes","No","No",3743293,0,6,0,"Not Applicable",0
"Success",2012,2,"marketing","No",2,0,2,0,2,"No","Yes","Yes","Yes","Yes","Service","Private","No","Structured","Yes","platform","global","Non-Linear","No","No","No","B2B","No","Bachelors",0,1,1,240,"Yes","Yes","No",14785,2,15,1,"Not Applicable",2
"Success",2011,3,"database management","No",6,0,3,2,3,"No","Yes","No","No","No","Both","Private","Yes","Structured","Yes","cloud","global","Linear","Yes","No","No","B2B","No","Bachelors",1,1,1,62,"Yes","No","Yes",751103,0,9,3,"Not Applicable",3
"Success",2010,4,"crm","Yes",0,0,3,3,6,"No","No","No","No","No","Product","Private","Yes","Structured","Yes","cloud","global","Non-Linear","No","No","No","B2B","Yes","Bachelors",0,1,1,222,"Yes","No","Yes",82868,4,12,15,"Not Applicable",2
"Success",2008,6,"marketing","Yes",0,0,5,5,10,"No","No","No","Yes","Yes","Service","Private","No","Structured","Yes","cloud","global","Non-Linear","No","No","No","B2B","Yes","Masters",0,0,0,135,"Yes","No","Yes",333844,1,11,3,"Yes",0
"Success",2012,2,"marketing","No",0,9,4,0,6,"Yes","Yes","Yes","No","No","Service","Public","Yes","Both","Yes","platform","global","Non-Linear","No","No","No","B2B","No","Masters",0,0,1,225,"Yes","No","No",1559939,0,10,1,"Not Applicable",1
"Success",2012,2,"marketing","Yes",2,0,2,0,2,"No","No","No","Yes","No","Both","Public","Yes","Both","Yes","platform","global","Non-Linear","No","No","No","B2B","No","Masters",0,1,1,68,"No","No","No",8334266,0,6,0,"Not Applicable",2
"Success",2011,3,"data visualization, content marketing, presentations","Yes",0,0,4,8,8,"No","Yes","Yes","No","No","Service","Private","No","Structured","Yes","cloud","global","Linear","Yes","Yes","No","B2C","No","Bachelors",0,0,1,82,"Yes","No","No",2725,0,48,8,"Not Applicable",1
"Success",2009,5,"analytics","Yes",0,0,2,0,3,"No","Yes","Yes","No","Yes","Product","Both","No","Structured","Yes","platform","global","Linear","Yes","No","No","B2B","Yes","Bachelors",0,0,0,0,"Yes","No","No",434839,3,9,8,"Not Applicable",0
"Success",2010,4,"security","Yes",4,0,1,1,10,"No","Yes","Yes","No","Yes","Service","Both","No","Unstructured","No","platform","global","Linear","Yes","No","No","B2B","Yes","Bachelors",0,0,0,0,"Yes","No","Yes",257071,0,99,30,"Not Applicable",0
"Success",2005,9,"wireless","No",0,4,2,1,3,"No","Yes","Yes","No","Yes","Product","no","No","no","Yes","platform","local","Linear","Yes","No","No","B2C","Yes","Bachelors",0,0,0,1,"Yes","No","No",255878,4,1,10,"Yes",0
"Success",2005,9,"social network","No",1,2,3,0,9,"No","No","No","No","No","Product","no","No","no","No","none","global","Non-Linear","No","No","No","B2C","No","Bachelors",1,1,1,0,"Yes","No","No",112659,7,25,27,"Yes",3
"Failed",2010,4,"operation","No",1,0,3,0,4,"No","Yes","Yes","No","Yes","Service","no","No","no","Yes","platform","local","Non-Linear","No","No","No","B2B","No","Bachelors",0,0,0,0,"No","No","No",18372022,0,3,1,"Not Applicable",0
"Failed",2011,3,"operation","No",1,0,2,0,2,"No","No","No","No","Yes","Service","no","No","no","No","platform","local","Non-Linear","No","No","No","B2C","No","Bachelors",0,0,0,0,"No","No","No",5516702,2,5,0,"Not Applicable",0
"Failed",2009,5,"media","No",0,2,2,0,3,"No","Yes","Yes","No","Yes","Service","no","No","no","No","platform","local","Non-Linear","No","No","No","B2B","No","PhD",0,0,0,0,"Yes","No","No",14539082,0,1,0,"Not Applicable",0
"Success",2010,4,"cloud computing","No",1,0,2,0,2,"No","Yes","Yes","No","Yes","Service","Public","No","Unstructured","Yes","both","global","Non-Linear","No","No","No","B2B","Yes","Bachelors",1,0,0,0,"No","No","No",819284,0,3,0,"Not Applicable",1
"Success",2011,3,"sale","No",3,0,3,0,3,"No","Yes","Yes","No","No","Service","Public","No","Structured","Yes","both","global","Non-Linear","No","No","No","B2C","No","Masters",0,0,0,133,"No","No","No",829576,0,4,0,"Not Applicable",0
"Success",2010,4,"social commerce","No",0,0,2,0,2,"No","Yes","Yes","No","Yes","Service","no","No","no","No","none","global","Linear","No","No","Yes","B2B","Yes","Masters",1,1,1,148,"No","No","No",816385,0,1,1,"Not Applicable",3
"Success",2009,5,"marketing","No",1,0,3,1,5,"No","Yes","Yes","No","Yes","Service","Public","No","Unstructured","Yes","both","global","Linear","No","No","Yes","B2B","No","Masters",0,0,0,262,"No","No","No",17173041,0,0,1,"Not Applicable",0
"Success",2010,4,"analytics","No",0,1,2,0,3,"No","Yes","Yes","No","No","Service","Public","No","Both","Yes","both","global","Linear","Yes","No","Yes","B2B","Yes","Bachelors",1,1,1,0,"No","No","No",816385,0,16,1,"Not Applicable",3
"Success",2010,4,"operation","Yes",4,0,4,3,8,"No","Yes","Yes","No","No","Service","Public","No","Structured","Yes","platform","local","Linear","No","No","Yes","B2C","Yes","Bachelors",0,0,0,157,"No","No","No",1400959,0,3,1,"Not Applicable",0
"Success",2010,4,"social media marketing","No",0,2,2,0,4,"No","Yes","Yes","No","No","Product","Public","No","Structured","Yes","both","global","Non-Linear","Yes","No","Yes","B2B","Yes","PhD",1,1,1,0,"No","Yes","No",2053508.43636364,0,5,2,"Not Applicable",3
"Success",2011,3,"marketing","Yes",10,8,3,0,8,"No","Yes","Yes","No","Yes","Service","Public","Yes","Structured","Yes","both","global","Non-Linear","No","No","No","B2B","No","Masters",0,0,0,196,"No","No","No",105893,3,25,4,"Not Applicable",0
"Success",2007,7,"operation","Yes",0,0,2,1,6,"No","Yes","Yes","No","No","Product","Both","Yes","Both","Yes","none","global","Non-Linear","No","No","Yes","B2B","Yes","Masters",0,0,0,200,"No","No","No",1336317,2,8,4,"Yes",0
"Success",2009,5,"social network","Yes",0,1,3,1,5,"No","Yes","Yes","No","No","Product","Both","Yes","Both","Yes","none","global","Non-Linear","Yes","No","Yes","B2B","Yes","Masters",0,0,0,173,"No","No","No",157602,4,12,0,"Not Applicable",0
"Success",2011,3,NA,"Yes",11,0,1,0,1,"Yes","Yes","Yes","No","Yes","Product","Public","No","Unstructured","Yes","none","global","Non-Linear","Yes","No","Yes","B2B","Yes","Bachelors",1,1,1,160,"No","No","No",38521,0,25,5,"Not Applicable",3
"Success",2007,7,"publishing","No",0,0,1,6,2,"No","Yes","Yes","No","Yes","Product","Public","No","Structured","Yes","both","global","Linear","No","No","No","B2B","Yes","Bachelors",1,0,0,408,"Yes","No","No",2053508.43636364,3,8,0,"Yes",1
"Success",2005,9,NA,"No",0,0,2,0,6,"No","Yes","Yes","No","Yes","Service","Public","No","Structured","Yes","both","global","Non-Linear","Yes","No","Yes","B2B","Yes","Masters",0,0,0,150,"No","No","No",5835588,2,5,7,"Yes",0
"Success",2010,4,"global","No",0,0,2,1,6,"Yes","Yes","Yes","No","Yes","Service","Public","No","Both","No","both","global","Non-Linear","Yes","No","No","B2B","Yes","Masters",0,0,0,0,"No","No","No",186669,0,13,10,"Not Applicable",0
"Success",2005,9,"music intelligece","Yes",0,0,2,3,7,"No","No","No","No","Yes","Service","Public","No","no","Yes","platform","global","Non-Linear","Yes","Yes","No","B2B","Yes","PhD",0,0,0,1,"No","No","No",54162,5,8,17,"Yes",0
"Success",2005,9,"data driven applications","Yes",0,4,3,1,6,"No","Yes","Yes","No","No","Service","Both","No","Both","No","platform","global","Linear","No","Yes","No","B2B","Yes","PhD",1,1,0,4,"No","No","No",583509,0,6,30,"Yes",2
"Success",2008,6,"iphone apps","No",6,0,3,1,5,"Yes","Yes","Yes","No","No","Service","Public","No","Structured","No","both","global","Linear","No","No","No","B2C","Yes","Masters",1,0,0,0,"No","No","No",2053508.43636364,2,6,0,"Yes",1
"Success",2005,9,"analytics","No",3,0,2,2,5,"Yes","Yes","Yes","No","No","Product","Public","No","Structured","No","none","global","Non-Linear","No","No","No","B2B","No","Bachelors",0,1,1,0,"No","No","No",2053508.43636364,0,3,3,"Yes",2
"Failed",2008,6,"finance","No",2,0,2,1,2,"No","Yes","Yes","No","Yes","Service","Public","No","Structured","No","both","local","Linear","Yes","No","No","B2B","No","Bachelors",0,0,0,150,"No","No","No",5092265,6,2,2,"No",0
"Success",2007,7,"marketing","No",0,0,1,2,11,"No","Yes","Yes","No","Yes","Product","Public","No","no","No","none","global","Linear","No","No","Yes","B2B","Yes","Masters",0,1,1,109,"No","No","No",43814,0,33,15,"Yes",2
"Success",2005,9,"technology","No",0,0,3,1,3,"No","No","No","No","No","Product","Both","No","Both","No","both","global","Linear","No","No","No","B2B","Yes","Masters",1,1,0,320,"No","No","No",840553,0,25,20,"Yes",2
"Failed",2009,5,"marketing","Yes",7,0,2,1,8,"No","Yes","Yes","No","Yes","Service","Public","No","Structured","Yes","both","local","Non-Linear","No","No","No","B2B","Yes","Masters",1,1,1,500,"No","No","No",6405946,0,12,6,"Not Applicable",3
"Success",2009,5,"analytics","Yes",0,0,1,1,7,"No","No","No","No","Yes","Product","Public","No","Both","Yes","both","global","Non-Linear","No","No","No","B2B","Yes","Masters",1,1,1,216,"No","No","No",20635527,0,12,11,"Not Applicable",3
"Success",2008,6,"marketing","No",1,4,3,1,3,"No","Yes","Yes","No","No","Service","Public","No","Structured","Yes","none","local","Linear","No","No","No","B2B","No","PhD",0,0,0,96,"No","No","No",1877770,0,12,0,"Yes",0
"Success",2007,7,"network optimization","No",0,0,2,0,4,"No","Yes","Yes","No","Yes","Service","Both","No","Both","Yes","none","global","Linear","No","No","No","B2B","Yes","Bachelors",1,1,0,2,"No","Yes","No",2871443,4,8,5,"Yes",2
"Failed",2010,4,"privacy","No",1,0,1,0,1,"No","Yes","Yes","No","Yes","Service","Public","No","Both","Yes","both","global","Linear","No","No","No","B2B","Yes","Bachelors",1,1,0,1,"No","Yes","No",5631525,1,2,0,"Not Applicable",2
"Success",2012,2,"targeting optimize","No",1,0,1,0,3,"Yes","Yes","Yes","No","Yes","Service","Public","No","Both","Yes","none","global","Linear","No","No","No","B2B","Yes","Bachelors",1,1,1,0,"No","Yes","No",2053508.43636364,0,10,0,"Not Applicable",3
"Success",2010,4,"analytics","No",4,0,2,0,3,"No","Yes","No","No","Yes","Product","Both","Yes","no","No","platform","local","Non-Linear","No","No","No","B2B","No","Bachelors",0,0,0,1,"No","No","No",327029,0,12.5988700564972,1,"Not Applicable",0
"Success",2008,6,"analytics","No",0,0,3,0,3,"No","Yes","Yes","No","Yes","Product","Both","No","no","No","platform","local","Non-Linear","No","No","No","B2B","No","Masters",0,0,0,0,"Yes","No","No",2053508.43636364,0,12.5988700564972,3,"Yes",0
"Failed",2005,9,"analytics","Yes",0,2,3,1,5,"No","Yes","Yes","No","Yes","Service","no","No","no","Yes","platform","global","Linear","Yes","No","No","B2B","Yes","Bachelors",0,0,0,0,"Yes","No","No",325240,3,12.5988700564972,24,"Yes",0
"Failed",2008,6,"analytics","No",0,0,1,0,1,"No","Yes","Yes","No","Yes","Service","Both","Yes","Structured","No","platform","local","Non-Linear","No","No","No","B2B","Yes","Masters",0,0,0,0,"Yes","No","No",15735768,0,12.5988700564972,1,"Yes",0
"Success",2005,9,"operation","No",0,2,3,0,2,"No","No","No","No","Yes","Product","no","No","no","Yes","platform","local","Linear","Yes","No","No","B2C","No","Bachelors",0,0,0,0,"Yes","No","No",525906,4,12.5988700564972,15,"Yes",0
"Failed",2011,3,"operation","Yes",0,0,3,0,3,"No","No","No","No","Yes","Product","no","No","no","No","platform","global","Non-Linear","Yes","No","No","B2B","Yes","Bachelors",0,0,0,0,"Yes","No","No",644516,3,12.5988700564972,1,"Not Applicable",0
"Failed",2011,3,"operation","Yes",12,0,4,0,3,"No","No","No","No","No","Product","no","No","no","No","platform","local","Linear","Yes","No","No","B2B","No","Bachelors",0,0,0,0,"Yes","No","No",480111,0,12.5988700564972,6,"Not Applicable",0
"Failed",2010,4,"operation","Yes",0,0,4,0,4,"No","Yes","Yes","No","Yes","Product","Both","No","no","No","none","local","Linear","Yes","No","No","B2B","Yes","Bachelors",0,0,0,0,"Yes","No","No",899614,0,12.5988700564972,2,"Not Applicable",0
"Failed",2010,4,"operation","Yes",6,0,6,7,6,"Yes","Yes","No","No","Yes","Product","no","No","no","No","platform","global","Linear","No","No","No","B2B","Yes","Masters",1,0,0,0,"Yes","No","No",69882,0,12.5988700564972,8,"Not Applicable",1
"Failed",2011,3,"analytics","No",2,0,3,3,10,"Yes","Yes","Yes","No","Yes","Product","Both","Yes","Both","No","platform","local","Linear","No","No","No","B2B","Yes","Masters",1,1,1,0,"Yes","No","No",619877,0,12.5988700564972,18,"Not Applicable",3
"Failed",2006,8,"analytics","No",0,0,4,2,10,"No","Yes","Yes","No","No","Service","Both","No","Both","No","platform","local","Linear","No","No","No","B2B","No","Masters",0,0,0,1,"No","No","No",253992,0,12.5988700564972,30,"Yes",0
"Failed",2010,4,"analytics","Yes",0,0,2,0,4,"No","No","No","No","No","Service","Both","No","Both","No","platform","global","Non-Linear","No","Yes","No","B2B","Yes","Masters",0,0,0,2,"No","No","No",37120,0,12.5988700564972,11,"Not Applicable",0
"Failed",2009,5,"management","No",0,0,2,2,4,"Yes","No","No","No","Yes","Product","Both","No","Both","No","platform","local","Non-Linear","No","No","No","B2B","Yes","Masters",0,0,0,0,"No","No","No",161711,1,12.5988700564972,11,"Not Applicable",0
"Failed",2008,6,"analytics","No",0,1,2,1,4,"No","Yes","Yes","No","Yes","Product","no","No","no","No","platform","local","Linear","No","No","No","B2B","No","Bachelors",0,0,0,0,"Yes","Yes","No",2053508.43636364,0,12.5988700564972,4,"Yes",0
"Failed",2005,9,NA,"No",0,0,1,0,5,"No","Yes","Yes","No","No","Service","Private","No","Both","Yes","platform","local","Non-Linear","No","Yes","No","B2C","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2009,5,"marketing","No",1.94210526315789,0.747368421052632,1,1,2,"No","No","No","No","No","Service","Public","No","Structured","Yes","platform","global","Non-Linear","No","No","No","B2C","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2005,9,"search engine","No",0,0,2,2,3,"No","Yes","Yes","Yes","Yes","Service","Public","No","Both","No","platform","global","Linear","Yes","No","No","B2C","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2010,4,"operations","No",1.94210526315789,0.747368421052632,1,0,2,"No","No","No","No","No","Product","Private","Yes","Unstructured","Yes","platform","local","Non-Linear","No","No","No","B2C","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2008,6,"operations","No",1.94210526315789,0.747368421052632,1,0,2,"Yes","No","No","No","No","Product","Private","Yes","Structured","Yes","platform","local","Non-Linear","No","No","No","B2C","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2011,3,"marketing","No",1.94210526315789,0.747368421052632,2,0,2,"No","No","No","No","No","Service","Private","Yes","Unstructured","Yes","cloud","local","Non-Linear","Yes","No","No","B2C","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2009,5,"marketing,sales","No",1.94210526315789,0.747368421052632,2,3,2,"No","No","No","No","No","Service","Private","Yes","Unstructured","Yes","cloud","local","Non-Linear","Yes","No","No","B2C","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2005,9,"production,sales","Yes",1.94210526315789,0.747368421052632,0,1,5,"No","Yes","Yes","No","Yes","Product","Private","No","Unstructured","Yes","platform","local","Linear","Yes","No","No","B2B","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2009,5,"operations","No",1.94210526315789,0.747368421052632,1,0,1,"No","No","No","No","No","Product","Private","Yes","Structured","Yes","platform","local","Non-Linear","No","No","No","B2B","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2010,4,"operations","No",1.94210526315789,0.747368421052632,2,0,2,"No","No","No","No","No","Product","Private","Yes","Unstructured","Yes","platform","local","Non-Linear","No","No","No","B2C","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
"Failed",2007,7,"operations","No",1.94210526315789,0.747368421052632,2,0,3,"No","No","No","No","Yes","Service","Private","Yes","Structured","Yes","cloud","local","Non-Linear","No","No","No","B2C","Yes","Bachelors",0,0,0,78.3717277486911,"Yes","No","No",2053508.43636364,1.70157068062827,12.5988700564972,7.10994764397906,"Not Applicable",0
